"id","sid","2015-10-08 00:05:00","2015-10-08 00:12:00","2015-10-08 00:34:00","2015-10-08 00:40:00","2015-10-08 01:32:00","2015-10-08 01:52:00","2015-10-08 02:52:00","2015-10-08 02:58:00","2015-10-08 04:13:00","2015-10-08 04:30:00","2015-10-08 05:58:00","2015-10-08 06:16:00","2015-10-08 06:41:00","2015-10-08 06:54:00","2015-10-08 07:07:00","2015-10-08 07:25:00","2015-10-08 07:38:00","2015-10-08 07:52:00","2015-10-08 08:05:00","2015-10-08 08:18:00","2015-10-08 08:31:00","2015-10-08 08:44:00","2015-10-08 08:57:00","2015-10-08 09:10:00","2015-10-08 09:22:00","2015-10-08 09:35:00","2015-10-08 09:48:00","2015-10-08 10:00:00","2015-10-08 10:12:00","2015-10-08 10:24:00","2015-10-08 10:37:00","2015-10-08 10:49:00","2015-10-08 11:03:00","2015-10-08 11:18:00","2015-10-08 11:33:00","2015-10-08 11:48:00","2015-10-08 12:02:00","2015-10-08 12:17:00","2015-10-08 12:32:00","2015-10-08 12:47:00","2015-10-08 12:59:00","2015-10-08 13:12:00","2015-10-08 13:24:00","2015-10-08 13:37:00","2015-10-08 13:49:00","2015-10-08 14:02:00","2015-10-08 14:15:00","2015-10-08 14:28:00","2015-10-08 14:40:00","2015-10-08 14:53:00","2015-10-08 15:07:00","2015-10-08 15:20:00","2015-10-08 15:33:00","2015-10-08 15:46:00","2015-10-08 15:59:00","2015-10-08 16:13:00","2015-10-08 16:26:00","2015-10-08 16:39:00","2015-10-08 16:52:00","2015-10-08 17:06:00","2015-10-08 17:19:00","2015-10-08 17:32:00","2015-10-08 17:53:00","2015-10-08 18:12:00","2015-10-08 18:25:00","2015-10-08 18:38:00","2015-10-08 18:51:00","2015-10-08 19:04:00","2015-10-08 19:17:00","2015-10-08 19:30:00","2015-10-08 19:43:00","2015-10-08 19:55:00","2015-10-08 20:08:00","2015-10-08 20:21:00","2015-10-08 20:39:00","2015-10-08 20:53:00","2015-10-08 21:03:00","2015-10-08 21:18:00","2015-10-08 21:29:00","2015-10-08 21:41:00","2015-10-08 21:53:00","2015-10-08 22:04:00","2015-10-08 22:16:00","2015-10-08 22:27:00","2015-10-08 22:38:00","2015-10-08 22:56:00","2015-10-08 23:04:00","2015-10-08 23:16:00","2015-10-08 23:24:00","2015-10-08 23:35:00","2015-10-08 23:50:00","2015-10-08 23:56:00"
"245",482,"24","24","25","24","24","25","25","25","27","27","28","27","27","25","24","22","22","17","12","13","9","8","6","8","6","3","3","1","2","0","0","3","3","1","0","0","1","0","0","3","2","5","7","8","7","7","7","3","3","3","4","3","2","4","5","1","0","0","2","4","0","3","3","7","6","6","10","10","18","22","22","25","27","23","21","25","24","24","25","27","29","29","29","29","29","27","28","28","29","30","30","30"
"246",483,"23","24","25","23","23","25","24","25","27","27","24","23","22","23","22","20","19","19","21","20","22","22","19","16","15","17","14","15","9","8","8","9","11","12","9","9","4","5","6","4","4","4","2","10","6","7","7","10","8","2","2","3","7","10","13","13","13","16","13","17","17","18","21","21","26","24","24","28","33","33","33","31","33","33","30","30","33","33","32","28","27","26","24","21","23","21","21","20","20","20","20","21"
"247",484,"0","0","0","0","0","0","0","0","0","0","3","5","11","17","22","32","37","38","39","39","39","39","39","39","39","36","39","39","39","39","37","37","38","39","37","38","37","33","34","34","36","35","36","32","30","33","34","36","34","34","35","37","37","32","29","28","27","21","20","12","6","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"248",485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","5","2","7","12","9","11","11","9","9","10","15","13","14","13","14","13","15","20","19","17","18","15","14","12","12","17","15","15","17","16","13","10","6","10","13","10","10","9","8","3","2","1","0","1","1","1","1","0","0","0","0","1","0","2","1","0","0","0","0","1","3","4","2","1","1","0","0","0","0","0","0","0"
"249",486,"1","1","1","0","0","0","0","0","0","0","3","3","0","0","0","1","2","0","3","0","0","6","9","6","6","9","24","30","34","34","36","36","37","36","37","37","36","36","36","34","33","32","36","35","32","31","30","29","29","32","30","31","31","27","29","28","29","27","27","26","23","25","22","2","0","0","0","4","1","1","3","2","1","1","1","0","0","0","0","0","0","0","1","1","0","0","0","1","1","3","3","3"
"250",487,"35","35","35","35","34","36","36","36","36","36","31","28","23","19","31","32","35","26","24","23","12","3","1","0","0","0","0","1","3","3","0","0","0","0","1","0","1","2","3","2","2","2","3","3","6","5","3","4","4","6","6","5","6","5","8","9","14","15","18","21","21","22","26","29","30","36","35","29","26","22","20","18","12","8","13","16","18","24","25","25","27","26","27","29","32","35","35","35","35","35","35","35"
"251",488,"33","34","33","33","36","36","35","38","40","40","36","34","23","17","15","9","8","6","2","0","1","2","1","1","1","0","1","1","5","6","2","1","2","2","2","2","0","0","0","0","4","3","4","3","4","3","5","6","3","6","7","8","10","13","15","18","22","22","24","28","31","34","36","39","35","33","33","35","39","35","31","33","29","33","32","32","32","33","35","32","33","34","34","38","38","38","37","39","39","39","39","39"
"252",489,"14","14","15","15","16","16","15","15","16","16","15","14","15","19","17","18","15","10","12","10","2","1","0","5","4","10","22","31","33","33","33","31","32","33","33","32","30","33","33","33","32","29","27","27","28","26","26","27","25","23","25","23","21","23","22","23","21","22","22","20","21","22","22","17","13","10","10","8","8","5","7","9","10","11","11","12","13","14","15","16","11","11","11","11","11","11","12","10","11","13","14","14"
"253",490,"43","43","44","44","45","45","44","44","43","44","38","33","0","1","1","0","1","4","0","2","0","0","1","1","0","2","3","0","0","1","2","3","3","1","1","0","1","3","0","0","2","4","4","6","6","8","9","8","10","11","13","14","16","22","22","26","37","42","48","49","56","57","56","57","56","57","55","56","57","57","56","57","55","56","57","57","57","55","55","43","38","39","39","39","39","39","38","34","34","35","34","35"
"254",491,"0","0","0","0","0","0","0","0","0","0","0","3","6","13","22","30","35","38","42","46","48","52","52","52","52","52","52","52","51","52","52","52","49","53","53","53","53","49","52","52","51","51","53","52","50","52","49","49","50","50","52","48","46","40","40","39","35","31","29","16","6","0","2","1","4","1","1","0","0","0","0","1","0","1","0","0","0","3","2","0","0","0","1","0","0","0","0","0","0","0","0","1"
"255",492,"0","0","1","1","0","0","1","1","1","1","1","0","0","1","0","0","0","1","0","0","1","0","0","0","2","0","0","1","0","1","0","0","1","0","1","4","1","4","2","1","3","4","4","3","3","8","5","10","22","23","29","32","41","42","46","47","38","30","26","46","48","48","46","47","44","38","47","46","47","46","27","13","14","13","16","18","19","21","25","24","21","22","17","19","16","16","16","17","17","14","15","15"
"256",493,"0","0","0","0","1","1","1","1","1","1","4","5","5","6","8","11","16","17","28","32","32","31","32","32","31","32","32","32","31","32","32","32","32","32","31","29","29","26","29","28","32","32","31","28","13","10","9","6","4","3","5","4","3","0","1","0","0","0","2","0","0","0","0","0","1","0","0","1","0","0","0","0","1","2","0","1","2","1","0","1","0","0","0","1","1","0","0","1","0","0","0","1"
"257",494,"26","25","25","25","24","24","23","23","23","23","24","23","16","14","16","16","15","12","12","7","6","3","8","8","3","5","6","7","5","9","9","9","11","9","9","10","9","12","10","13","13","14","12","13","14","18","18","15","17","17","16","14","18","19","20","19","21","21","20","19","26","28","31","32","33","34","35","32","26","28","30","31","33","33","31","31","31","34","34","33","33","30","31","30","32","32","32","34","34","34","34","34"
"258",495,"22","23","25","25","25","25","25","25","25","25","24","21","22","20","16","16","13","10","7","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","1","0","1","1","1","4","4","3","2","2","2","2","3","0","1","2","2","4","2","2","2","4","2","1","2","8","10","5","8","9","15","20","21","22","23","21","24","25","24","24","22","24","24","23","24","25","25","25","25","25","25","25","24","24","25","25"
"259",496,"0","0","0","0","0","2","2","2","1","1","0","0","0","0","1","2","3","3","6","6","8","12","23","30","38","44","45","43","44","43","45","44","44","45","45","45","45","43","43","43","42","41","44","43","42","39","36","35","35","35","28","31","36","35","35","37","33","30","27","25","29","22","14","9","4","3","4","0","0","1","5","1","2","1","3","2","3","1","0","0","2","2","1","1","1","0","0","2","0","1","2","3"
"260",497,"0","0","0","1","0","0","1","1","0","0","2","4","5","7","7","10","14","19","20","26","35","48","55","55","55","55","51","54","55","53","52","54","54","56","56","56","55","56","55","51","52","54","53","51","52","51","26","25","25","15","13","13","18","17","19","22","26","26","28","23","16","15","1","1","4","0","4","1","4","5","1","1","0","3","39","43","42","37","32","28","22","22","22","21","22","15","12","10","5","5","4","5"
"261",498,"1","0","0","0","1","0","0","0","1","1","2","0","0","0","1","0","0","0","0","2","4","1","0","0","0","1","1","0","1","0","1","2","2","6","7","7","7","9","10","10","7","7","5","4","5","4","0","1","1","3","1","0","1","0","0","1","4","4","3","2","6","15","11","13","9","0","6","5","2","2","0","2","0","2","3","1","0","0","0","0","0","1","2","1","3","1","0","0","0","1","2","1"
"262",499,"1","1","0","0","0","2","2","2","0","10","9","10","11","10","11","9","8","6","5","5","7","7","9","7","8","10","10","8","9","10","15","16","11","12","11","7","12","9","6","8","9","13","13","16","22","23","25","25","23","23","25","26","30","30","29","28","30","32","31","29","26","23","24","19","23","17","21","16","12","6","2","3","1","2","21","17","14","12","11","7","6","4","4","3","0","0","0","0","0","0","0","0"
"263",500,"0","0","0","0","0","0","0","0","0","0","2","3","7","11","15","23","25","33","47","50","52","52","52","51","52","51","52","52","51","52","48","49","51","50","50","51","50","50","50","48","50","50","49","48","46","44","44","42","42","41","45","45","47","45","41","34","31","28","28","18","9","6","0","0","0","1","0","0","1","0","1","2","1","0","0","1","1","0","0","2","1","0","0","1","0","0","1","3","3","2","0","0"
"264",501,"36","36","36","36","38","38","38","38","38","38","38","38","39","39","27","31","31","35","20","13","16","13","14","9","18","21","21","17","17","18","18","16","14","13","10","9","9","9","8","7","8","7","5","4","4","2","1","2","4","7","5","5","4","6","6","10","16","11","9","12","10","10","21","18","14","10","8","8","6","7","9","10","11","10","11","10","13","13","13","14","12","12","14","15","15","17","17","18","18","29","31","31"
"265",502,"28","29","29","29","29","29","29","29","29","29","29","29","27","28","26","24","22","18","15","13","7","3","0","0","0","1","1","3","2","0","1","2","1","0","0","0","3","2","2","2","2","1","0","2","1","0","0","3","3","2","2","2","2","0","0","1","4","5","4","5","5","8","14","19","20","25","27","26","29","29","28","29","29","29","29","29","29","29","28","20","19","20","19","18","20","21","21","22","24","24","24","25"
"266",503,"3","4","5","5","3","3","1","1","1","1","0","2","5","7","6","6","5","5","8","7","9","19","23","25","25","25","23","19","22","25","23","23","25","25","25","23","22","23","24","24","25","24","25","25","24","23","23","22","24","23","23","22","19","21","19","18","19","19","20","19","14","10","7","1","6","5","4","3","0","2","0","0","1","0","0","0","1","0","4","5","0","2","1","0","1","1","0","0","0","0","1","1"
"267",504,"39","38","39","39","39","40","40","40","41","40","41","41","38","37","39","38","34","28","21","21","9","2","1","0","1","1","0","0","0","1","0","0","1","0","3","0","1","1","0","0","2","1","1","0","1","0","0","1","1","0","3","3","7","5","2","2","2","1","2","5","14","16","23","24","29","32","31","33","36","37","38","39","38","42","42","42","42","41","42","40","40","37","39","42","42","41","42","42","42","41","41","42"
"268",505,"2","0","1","0","3","3","1","1","1","1","1","0","0","0","0","0","1","0","0","2","1","0","0","5","2","2","5","0","0","1","0","0","0","1","2","2","4","2","1","4","5","4","10","9","10","10","15","15","17","17","16","14","16","13","17","21","21","20","20","21","25","33","36","26","20","18","17","17","16","10","7","6","1","4","6","5","6","5","1","0","0","0","1","3","4","2","2","3","3","2","4","4"
"269",507,"26","27","25","25","28","28","30","30","30","30","28","27","23","23","23","11","9","11","6","5","3","0","0","5","6","5","7","1","2","0","3","5","6","6","2","4","5","3","4","3","7","6","3","2","4","4","6","6","8","10","8","7","7","6","9","9","8","4","7","5","2","6","12","14","18","17","22","21","24","23","26","25","22","21","21","22","18","21","21","23","27","27","29","29","30","33","33","33","33","32","30","31"
"270",508,"22","22","22","22","22","22","22","22","22","22","22","21","20","21","19","19","19","19","20","21","22","15","11","12","10","10","9","9","15","11","7","8","8","4","2","5","5","6","9","7","8","8","7","8","6","5","5","5","3","4","2","1","1","1","0","0","0","5","5","2","3","6","5","0","2","6","6","9","8","3","3","4","5","3","5","2","2","2","3","0","2","3","3","6","10","12","11","11","12","12","12","12"
"271",509,"31","31","32","32","32","35","35","35","35","35","34","31","23","17","17","12","5","2","2","0","0","0","0","0","1","1","1","2","0","1","0","5","4","6","6","6","8","5","8","6","7","9","11","9","8","8","6","6","6","5","9","15","19","17","16","12","16","20","18","19","22","34","30","34","32","34","34","34","34","33","34","34","34","34","30","31","32","29","31","29","31","34","33","34","34","33","32","34","34","34","34","34"
"272",510,"0","0","0","0","0","0","0","0","0","0","2","6","11","15","17","25","30","31","38","47","50","50","50","50","50","50","50","50","50","50","48","50","50","50","49","29","27","28","26","25","26","27","26","29","30","29","29","29","30","26","23","22","24","22","16","17","13","9","4","6","0","1","1","0","0","0","0","0","0","0","1","3","2","1","0","0","0","0","1","1","1","0","1","2","0","1","0","0","0","0","0","0"
"273",511,"17","17","18","18","21","23","23","23","23","23","22","22","24","20","23","29","33","26","28","24","23","18","10","6","12","12","11","15","24","25","20","11","6","3","1","0","0","0","4","0","0","2","6","2","1","0","2","0","3","2","3","2","0","0","1","6","6","7","1","2","3","9","13","14","18","25","31","21","10","4","4","3","7","6","6","8","8","5","7","6","4","5","5","7","5","5","8","11","11","13","15","15"
"274",512,"25","25","25","25","25","25","26","26","25","25","25","23","22","17","17","17","14","11","11","9","6","9","5","4","4","4","1","2","1","6","11","12","10","12","14","13","12","10","10","10","10","10","15","13","13","11","11","13","11","13","12","11","11","10","14","13","14","12","14","13","13","17","22","24","18","20","23","23","24","26","26","25","24","25","24","25","25","20","21","23","23","23","23","24","25","25","25","25","25","24","23","23"
"275",513,"7","7","6","6","7","7","7","7","7","7","6","7","9","9","11","9","6","8","9","10","6","1","0","1","3","2","1","1","2","2","4","4","7","7","5","6","6","7","6","6","5","6","5","4","3","4","4","1","1","2","1","1","1","2","0","0","0","0","1","0","2","2","1","4","3","4","6","6","3","6","9","9","6","8","7","9","10","9","10","10","7","6","6","6","5","6","6","5","3","3","3","3"
"276",514,"44","44","46","46","46","46","46","46","47","47","49","48","48","47","45","42","36","36","30","31","25","11","7","2","2","1","3","1","1","1","1","2","3","2","2","1","2","0","3","2","2","0","4","3","2","12","1","0","0","4","1","2","3","4","3","6","3","8","10","10","15","18","30","20","7","5","11","14","14","15","16","18","19","18","22","25","25","27","29","30","32","34","33","30","30","31","32","32","34","34","36","35"
"277",515,"33","33","33","33","33","33","33","33","33","33","31","32","28","23","23","19","15","10","3","1","0","0","0","0","0","0","0","1","1","0","0","4","3","3","3","2","0","0","5","3","3","5","3","3","3","5","4","3","4","3","3","4","6","8","10","9","10","8","7","6","5","6","10","12","15","18","18","18","20","23","28","31","28","28","29","32","33","33","31","32","33","33","32","32","31","33","32","32","32","32","32","32"
"278",516,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","2","0","1","6","13","19","19","22","28","26","26","25","27","27","26","24","23","23","24","23","23","21","20","22","22","23","22","22","22","23","23","24","23","22","23","23","23","21","23","24","24","25","27","24","21","17","10","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
"279",517,"0","0","0","0","0","0","0","0","0","19","19","18","15","15","16","17","13","13","18","21","24","25","25","28","31","34","30","34","33","36","38","36","34","33","34","40","42","40","40","43","40","39","38","36","35","34","38","38","38","37","36","34","35","37","34","36","34","37","46","41","51","47","36","25","14","1","0","0","0","0","0","1","0","0","0","0","1","14","30","31","28","27","26","24","24","22","23","23","23","23","22","22"
"280",518,"8","7","7","7","8","8","7","7","8","8","6","4","1","0","1","1","1","0","1","0","0","2","1","4","5","6","7","5","5","8","9","6","7","8","9","9","8","8","10","8","8","10","7","6","7","8","5","7","7","5","2","2","2","3","5","4","5","6","5","2","1","3","6","7","1","1","0","1","0","3","1","7","5","2","2","2","1","0","2","3","2","4","4","3","3","3","3","4","3","2","0","0"
"281",519,"1","1","4","3","3","4","4","4","4","14","27","31","25","22","20","10","9","9","19","21","13","11","7","20","26","30","32","36","40","43","45","41","42","44","41","39","39","43","41","40","44","42","45","47","46","47","46","44","43","46","45","49","52","52","49","47","48","51","54","56","57","56","47","34","29","15","1","0","0","1","0","1","0","0","1","0","1","2","2","9","10","8","7","9","11","10","11","12","12","12","11","11"
"282",520,"0","0","0","0","0","0","0","0","0","0","4","5","12","18","24","31","38","36","27","14","3","8","16","24","28","26","26","17","18","13","7","5","5","5","4","4","5","10","9","8","6","5","5","5","6","12","10","9","8","6","4","3","2","3","2","1","0","2","0","0","0","0","0","0","0","1","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"283",521,"30","30","29","28","28","28","29","29","30","30","15","0","0","1","0","1","0","1","0","0","0","1","1","0","0","2","0","0","1","0","3","0","0","2","3","1","4","7","6","7","5","8","11","14","13","16","15","19","19","19","22","25","28","35","37","38","38","38","38","37","38","38","38","38","32","37","36","37","37","37","36","37","37","37","37","37","37","37","35","35","35","36","34","35","36","33","31","30","31","29","30","29"
"284",522,"0","0","0","0","0","0","0","0","0","0","4","4","9","11","12","18","20","23","34","36","42","45","51","50","51","51","51","51","51","51","51","51","51","48","50","51","48","47","45","47","45","47","46","46","46","46","44","44","43","43","44","43","44","44","43","42","37","35","29","20","13","2","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"285",523,"3","4","5","5","5","5","4","4","4","4","6","6","1","1","2","0","0","1","1","1","0","2","2","4","6","2","0","2","6","2","2","1","5","3","5","4","3","4","3","2","1","1","1","3","4","6","4","5","4","7","6","4","6","10","12","13","11","12","11","14","20","22","29","37","35","26","33","29","33","33","36","38","37","34","31","24","22","23","25","24","26","26","27","27","29","27","27","26","25","25","26","28"
"286",524,"0","0","0","0","0","0","0","0","0","0","1","4","9","8","11","16","18","27","31","36","52","57","57","56","57","56","57","57","57","56","55","57","56","57","57","55","56","54","56","57","56","57","55","57","50","50","49","50","50","49","45","46","44","42","39","40","38","35","30","26","22","11","1","4","12","28","17","10","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"287",525,"13","13","14","14","14","14","14","14","15","15","16","16","17","19","20","20","23","22","23","23","24","22","23","23","22","24","22","22","18","19","24","26","28","24","25","21","18","20","23","23","21","23","22","26","29","34","34","36","38","34","31","28","28","29","27","26","21","18","16","11","7","9","14","13","7","7","4","5","1","1","1","0","0","1","1","2","4","5","4","4","2","2","2","1","1","2","3","3","3","3","3","3"
"288",526,"0","0","0","0","0","0","0","0","0","0","0","1","0","0","2","4","3","5","3","3","6","13","22","25","25","30","31","32","32","34","34","33","34","33","32","32","31","31","28","27","27","25","24","29","28","29","28","27","32","35","34","32","27","25","25","26","24","28","20","20","13","11","0","0","2","3","1","1","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0"
"289",527,"23","25","26","26","27","27","29","29","29","29","27","25","23","29","24","14","10","1","4","3","1","1","3","1","1","2","1","2","2","0","0","1","0","0","0","2","1","0","2","1","1","12","24","25","21","22","21","16","15","13","12","9","8","6","7","3","4","10","14","17","5","7","9","12","14","19","19","19","17","15","16","19","21","19","17","18","21","21","17","17","16","17","14","15","15","18","18","20","21","22","23","23"
"290",528,"7","7","7","7","8","8","8","8","8","8","8","6","5","2","1","0","0","0","4","1","0","0","1","0","2","1","0","1","2","0","2","0","3","3","0","1","1","1","0","0","0","0","1","2","3","1","1","0","1","0","0","0","1","3","2","0","1","0","1","2","0","1","1","4","5","14","14","15","13","16","19","21","23","21","23","24","21","15","15","16","21","20","19","16","17","18","18","17","17","16","15","15"
"291",529,"39","39","37","37","39","39","39","39","39","39","28","28","31","35","40","27","22","0","0","2","0","5","1","0","4","0","6","7","3","0","1","4","3","1","2","1","3","11","18","17","17","13","13","16","14","14","15","16","17","19","20","21","18","14","12","13","15","18","27","19","26","20","32","34","34","35","38","40","40","39","40","40","39","40","36","37","38","40","40","40","40","40","39","40","40","38","38","38","38","38","39","39"
"292",530,"31","31","31","31","32","32","32","32","33","33","33","35","36","36","36","36","36","35","31","28","27","19","13","10","11","10","7","7","8","11","12","12","11","10","11","10","8","6","6","7","6","7","9","11","12","11","12","12","12","13","13","16","15","12","11","11","10","10","7","3","0","2","1","4","7","6","9","5","10","11","12","13","12","14","11","14","15","16","17","17","18","17","16","15","17","17","17","17","16","18","19","20"
"293",531,"18","18","18","18","17","17","17","17","17","17","18","18","17","17","17","14","14","9","8","8","10","9","7","2","1","0","1","1","0","2","1","1","2","2","2","4","4","4","6","4","5","5","6","9","8","7","4","2","3","2","3","1","2","2","1","2","2","2","5","7","7","4","3","6","3","7","8","7","10","13","12","9","9","9","11","11","12","14","17","19","19","15","16","17","17","21","19","20","20","21","21","20"
"294",532,"21","21","21","21","23","22","23","23","23","23","25","26","25","25","25","25","25","25","24","22","19","17","16","11","9","8","7","6","6","5","5","5","3","4","4","6","6","6","5","5","5","4","3","2","1","1","1","1","2","2","0","1","0","0","0","1","0","3","3","4","2","2","3","5","6","4","8","11","16","19","20","17","20","19","23","25","27","32","33","35","36","36","33","34","34","34","34","34","34","34","33","33"
"295",533,"2","3","4","3","3","3","3","3","3","3","5","7","8","5","3","3","0","0","1","0","1","4","9","19","22","31","33","35","39","40","40","37","38","40","42","45","45","45","43","44","45","46","43","47","44","42","41","41","38","41","42","39","39","38","37","34","35","37","34","34","33","29","21","7","1","0","1","0","1","0","0","0","0","3","0","0","0","0","0","0","0","0","1","2","2","0","0","0","0","0","0","0"
"296",534,"2","2","2","2","2","2","2","2","2","2","4","4","5","4","7","9","10","12","16","21","25","27","29","30","30","30","29","29","30","28","28","28","28","28","28","22","20","19","21","23","26","24","26","26","26","27","29","27","28","27","26","27","28","29","27","25","26","25","21","19","15","12","6","0","0","0","0","1","2","0","0","1","1","1","1","1","2","2","2","2","2","1","0","0","0","0","0","0","0","0","0","0"
"297",536,"11","13","12","12","13","13","13","13","3","3","4","7","15","17","20","18","19","17","24","23","18","11","10","10","8","8","8","11","12","10","14","15","11","8","5","3","0","0","1","1","0","0","1","1","5","1","1","2","1","0","0","0","0","2","2","0","1","0","0","0","0","1","3","3","5","10","11","12","11","11","5","7","5","5","3","1","1","1","2","1","0","1","1","1","4","4","4","4","4","3","6","6"
"298",537,"1","1","1","1","0","0","0","0","0","0","1","1","1","2","4","5","5","3","5","9","14","21","31","36","37","34","32","37","37","37","36","36","37","36","37","37","36","33","33","37","36","36","37","37","34","30","28","27","31","34","34","32","30","32","31","29","32","37","32","32","31","27","20","18","12","19","17","13","12","7","3","1","1","3","0","0","1","0","0","1","1","2","0","0","0","0","1","0","1","1","2","2"
"299",539,"6","6","7","7","6","6","7","7","7","7","7","5","5","5","6","8","8","8","8","5","3","3","4","4","3","3","3","2","2","2","2","2","2","2","0","0","0","0","0","0","0","0","1","5","5","4","6","5","3","3","0","1","1","2","2","2","2","0","0","0","1","3","1","2","1","7","9","10","13","14","15","16","16","12","11","12","14","13","13","13","15","15","15","14","12","13","12","12","12","15","14","14"
"300",540,"3","2","4","4","7","7","8","8","8","8","8","7","5","5","6","1","1","0","2","3","1","4","4","10","13","14","17","19","19","17","16","19","20","19","23","24","25","24","26","25","25","26","25","26","24","25","25","25","25","25","16","28","27","28","27","28","27","25","25","28","26","19","5","6","5","8","9","2","0","0","1","3","4","3","7","6","1","2","3","2","2","2","2","2","2","4","2","0","0","0","0","0"
"301",545,"23","24","24","24","23","23","23","23","23","23","21","18","19","17","18","15","16","19","21","23","15","14","0","0","0","0","0","3","5","2","2","2","1","3","0","2","0","2","0","1","3","3","3","6","9","12","13","12","9","12","15","16","16","14","13","9","5","4","1","1","6","11","13","15","18","20","25","25","25","26","24","24","22","22","22","25","26","26","26","26","25","26","24","24","22","21","22","24","24","24","23","23"
"302",546,"1","1","2","3","4","4","4","4","4","4","6","9","8","8","11","8","8","4","6","9","9","10","17","22","26","34","33","35","36","34","33","36","36","34","34","35","33","35","35","32","36","34","27","26","29","29","29","31","34","33","32","33","32","31","29","19","12","12","8","8","5","0","1","1","1","5","3","5","4","0","1",NA,"2","2","4","3","2","3","4","3","2","0","0","0","1","3","2","0","0","0","0","0"
"303",2000,"1","0","0","0","0","1","1","1","1","1","2","2","2","2","2","2","1","1","0","1","1","3","5","8","9","10","10","11","14","17","17","17","17","19","24","24","24","24","24","25","27","26","27","27","26","27","28","27","27","26","27","27","28","28","28","26","10","5","7","8","7","5","3","2","2","3","1","1","0","0","0","2","2","2","2","2","3","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2"
"304",2001,"7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","8","8","8","8","8","8","9","9","10","10","10","11","11","11","11","11","11","11","11","11","11","11","11","11","11","11","12","12","12","12","12","12","12","12","12","11","11","11","11","11","11","11","11","11","10","10","10","10","10","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8"
"305",2002,"23","24","24","24","24","24","24","24","24","24","24","23","23","22","21","18","17","16","14","14","15","15","15","18","17","14","16","13","14","14","14","12","13","12","13","12","13","12","10","9","10","11","11","11","10","10","11","11","14","16","11","8","7","9","10","11","10","12","9","9","6","7","7","6","9","9","11","12","14","15","15","16","14","11","11","11","13","15","17","16","16","17","18","15","14","14","13","12","12","13","14","14"
"306",2003,"36","36","34","34","33","33","32","32","32","32","32","31","30","27","27","21","15","10","12","6","4","1","1","0","0","2","0","0","0","0","2","2","2","4","2","1","0","0","0","0","1","1","2","2","1","0","1","0","1","1","1","4","3","3","2","0","1","3","2","3","3","8","14","13","19","24","31","33","34","32","30","29","34","37","38","38","37","38","38","38","37","37","36","36","36","35","36","37","37","39","39","39"
"307",2004,"1","1","2","2","3","3","3","3","3","3","1","1","2","3","5","4","4","5","6","3","8","13","14","25","30","33","34","34","34","34","34","34","34","34","33","32","31","32","32","30","32","33","34","34","34","33","33","29","29","31","30","32","32","32","32","32","30","26","24","23","18","11","4","0","1","0","0","1","2","3","2","4","1","3","3","3","3","5","6","8","8","6","6","7","5","6","6","7","8","9","9","9"
"308",2005,"8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","10","10","10","10","11","11","11","11","11","11","11","11","10","10","10","10","10","10","10","10","10","10","10","9","9","9","9","8","9","9","9","9","9","9","8","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7"
"309",2006,"0","0","0","1","0","0","0","0","10","10","8","8","11","12","12","15","16","21","31","35","41","47","46","41","43","46","45","45","46","46","45","45","44","42","44","44","44","37","36","36","31","26","22","33","39","45","44","45","38","34","36","35","36","35","40","34","38","42","46","46","45","43","34","27","12","1","0","0","0","0","0","0","0","2","1","0","0","0","0","0","1","2","1","0","0","0","0","0","0","0","0","0"
"310",2008,"12","12","12","12","13","13","14","14","13","13","13","14","12","13","12","11","11","12","12","12","3","2","3","6","4","3","8","9","9","8","5","4","4","5","5","7","5","4","1","3","2","2","2","4","6","6","6","7","8","10","21","17","16","17","18","3","6","4","5","0","1","1","3","3","1","0","0","1","0","0","0","0","1","1","1","0","4","7","7","7","6","7","5","5","5","6","6","7","6","6","6","6"
