"id","sid","2015-10-08 00:05:00","2015-10-08 00:12:00","2015-10-08 00:34:00","2015-10-08 00:40:00","2015-10-08 01:32:00","2015-10-08 01:52:00","2015-10-08 02:52:00","2015-10-08 02:58:00","2015-10-08 04:13:00","2015-10-08 04:30:00","2015-10-08 05:58:00","2015-10-08 06:16:00","2015-10-08 06:41:00","2015-10-08 06:54:00","2015-10-08 07:07:00","2015-10-08 07:25:00","2015-10-08 07:38:00","2015-10-08 07:52:00","2015-10-08 08:05:00","2015-10-08 08:18:00","2015-10-08 08:31:00","2015-10-08 08:44:00","2015-10-08 08:57:00","2015-10-08 09:10:00","2015-10-08 09:22:00","2015-10-08 09:35:00","2015-10-08 09:48:00","2015-10-08 10:00:00","2015-10-08 10:12:00","2015-10-08 10:24:00","2015-10-08 10:37:00","2015-10-08 10:49:00","2015-10-08 11:03:00","2015-10-08 11:18:00","2015-10-08 11:33:00","2015-10-08 11:48:00","2015-10-08 12:02:00","2015-10-08 12:17:00","2015-10-08 12:32:00","2015-10-08 12:47:00","2015-10-08 12:59:00","2015-10-08 13:12:00","2015-10-08 13:24:00","2015-10-08 13:37:00","2015-10-08 13:49:00","2015-10-08 14:02:00","2015-10-08 14:15:00","2015-10-08 14:28:00","2015-10-08 14:40:00","2015-10-08 14:53:00","2015-10-08 15:07:00","2015-10-08 15:20:00","2015-10-08 15:33:00","2015-10-08 15:46:00","2015-10-08 15:59:00","2015-10-08 16:13:00","2015-10-08 16:26:00","2015-10-08 16:39:00","2015-10-08 16:52:00","2015-10-08 17:06:00","2015-10-08 17:19:00","2015-10-08 17:32:00","2015-10-08 17:53:00","2015-10-08 18:12:00","2015-10-08 18:25:00","2015-10-08 18:38:00","2015-10-08 18:51:00","2015-10-08 19:04:00","2015-10-08 19:17:00","2015-10-08 19:30:00","2015-10-08 19:43:00","2015-10-08 19:55:00","2015-10-08 20:08:00","2015-10-08 20:21:00","2015-10-08 20:39:00","2015-10-08 20:53:00","2015-10-08 21:03:00","2015-10-08 21:18:00","2015-10-08 21:29:00","2015-10-08 21:41:00","2015-10-08 21:53:00","2015-10-08 22:04:00","2015-10-08 22:16:00","2015-10-08 22:27:00","2015-10-08 22:38:00","2015-10-08 22:56:00","2015-10-08 23:04:00","2015-10-08 23:16:00","2015-10-08 23:24:00","2015-10-08 23:35:00","2015-10-08 23:50:00","2015-10-08 23:56:00"
"189",419,"18","18","18","18","18","18","18","18","18","18","18","18","17","18","19","18","18","17","17","17","14","12","11","10","9","9","9","9","6","6","6","5","4","4","4","3","2","2","2","2","2","1","1","1","1","1","0","0","0","0","0","0","0","0","0","1","1","1","2","3","3","3","3","2","0","0","2","3","2","2","2","2","2","2","3","3","3","4","4","4","4","4","4","4","4","4","4","4","5","5","6","6"
"190",420,"15","15","15","15","15","15","14","14","14","14","14","14","12","12","12","12","10","10","10","6","6","3","3","2","0","0","0","0","0","0","0","0","0","0","0","0","7","7","5","5","5","5","4","4","4","4","4","4","4","5","5","5","5","4","4","4","3","3","4","4","4","4","5","8","7","7","10","12","10","10","10","10","10","10","10","10","11","11","12","12","13","14","14","14","14","14","14","14","14","14","14","14"
"191",421,"10","10","10","10","11","11","11","11","11","11","11","11","11","11","11","10","10","9","8","7","6","5","3","3","2","2","2","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","0","0","0","0","0","0","1","1","2","1","1","1","1","0","0","0","0","1","3","14","15","16","16","16","17","19","19","19","19","19","19","19","19","14","9","10","10","10","10","10","10","10","10","11"
"192",422,"3","3","3","3","3","3","2","2","2","2","4","4","8","7","8","8","9","8","8","5","1","0","0","0","1","0","1","2","2","2","3","5","3","3","3","4","4","3","2","2","2","2","1","2","1","1","3","3","4","3","4","4","5","4","5","6","5","4","2","1","0","0","2","8","10","12","9","8","5","4","3","2","1","2","2","1","2","1","1","1","1","0","0","0","0","0","0","0","2","2","0","0"
"193",423,"1","0","0","0","1","1","0","0","0","0","1","1","0","0","0","0","0","1","0","1","2","0","1","0","0","0","1","0","1","1","2","1","1","1","2","3","2","1","3","1","0","1","1","1","1","1","0","0","0","0","0","1","2","2","1","3","2","1","1","2","0","0","1","1","0","0","1","0","0","2","3","3","9","6","3","6","4","3","2","3","4","4","4","4","5","4","4","4","3","3","5","5"
"194",426,"1","1","1","1","2","2","4","4","2","2","1","1","8","11","9","6","4","12","19","22","29","30","30","27","29","28","29","25","24","25","25","27","29","29","29","29","27","28","25","29","24","26","26","25","29","29","29","28","24","24","22","21","22","20","25","25","20","21","27","27","27","27","25","7","0","0","4","6","1","6","3","3","4","6","7","4","3","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1"
"195",427,"1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","1","1","1","3","4","8","10","19","23","25","30","31","32","31","33","33","33","31","31","29","28","28","28","26","26","26","28","28","30","30","31","31","32","30","30","30","30","29","25","26","26","24","24","24","22","14","10","1","1","0","2","1","1","0","0","0","0","0","1","0","0","1","3","3","3","3","3","3","3","2","1","1","1","1","1","1","1"
"196",428,"27","27","27","27","27","26","27","27","27","27","27","24","21","20","19","18","17","16","17","14","7","1","1","0","0","1","1","0","0","0","0","1","1","2","2","1","1","0","1","0","0","1","1","2","2","2","4","2","1","3","2","2","0","0","2","3","5","6","5","7","9","8","14","24","26","26","26","26","26","25","27","25","27","27","26","25","27","27","27","25","25","26","27","27","25","24","23","24","24","22","21","21"
"197",430,"0","0","0","0","0","0","1","1","1","1","1","1","1","0","0","0","0","1","2","4","9","9","18","20","19","23","23","26","26","26","26","26","26","26","26","22","22","21","21","21","21","22","24","24","23","23","24","22","22","24","24","25","25","24","25","25","23","23","21","22","23","21","21","11","12","11","11","12","14","17","18","18","20","16","14","13","11","13","13","11","13","12","12","9","9","6","5","5","5","5","4","4"
"198",432,"18","20","22","24","27","27","28","28","29","29","28","26","25","23","24","30","31","29","31","27","30","15","3","0","4","11","4","7","11","12","5","0","0","1","0","0","0","1","0","3","0","2","1","0","1","0","1","0","2","1","2","0","1","20","21","20","20","18","14","20","21","24","31","31","30","29","31","25","17","18","13","22","16","11","15","24","25","20","10","15","17","15","14","11","5","9","12","11","14","15","16","19"
"199",433,"30","30","32","32","33","36","35","35","35","35","34","34","33","32","30","24","19","14","7","2","0","0","0","0","1","0","0","0","1","0","1","2","0","0","1","0","0","0","0","0","2","3","2","3","2","2","0","1","1","2","0","1","0","0","0","3","6","7","8","6","5","5","5","6","10","11","11","11","14","12","18","23","29","30","35","39","37","37","38","39","39","39","39","39","39","39","39","38","38","39","37","37"
"200",434,"9","8","8","8","7","7","8","9","9","8","7","7","8","8","9","9","12","12","10","11","12","12","8","8","15","20","24","21","24","23","23","24","26","25","25","23","26","25","24","25","25","25","26","26","26","26","26","26","25","26","25","23","21","19","20","20","20","22","22","22","24","26","25","21","23","25","27","26","25","26","25","24","23","23","24","24","24","24","25","24","23","21","22","23","23","25","25","21","20","20","19","20"
"201",435,"8","8","6","6","5","5","5","5","5","5","9","8","8","9","7","8","9","4","4","7","3","6","14","24","27","38","38","37","40","41","42","43","44","42","41","41","40","43","46","40","45","47","47","43","44","41","35","31","24","27","33","30","31","33","35","37","35","30","31","26","23","12","6","5","1","3","0","2","2","3","0","1","0","6","0","2","3","2","0","1","3","0","0","0","0","2","2","3","4","1","1","1"
"202",436,"12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","11","11","11","11","9","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","6","6","6","6","6","6","6","6","6","6","7","7","8","8","8","8","8","6","6","7","8","7","7","7","8","8","9","10","10","10","10","10","10","11","11","10","10","10","10","10","11","11","11","11"
"203",437,"0","0","0","0","1","1","0","0","0","0","0","0","0","1","1","1","3","3","3","5","5","7","11","11","10","10","10","12","12","12","12","12","11","9","9","9","10","9","10","10","10","10","10","10","10","10","11","11","12","12","13","11","11","11","11","9","9","10","10","11","11","12","10","10","10","9","8","9","8","5","5","5","4","1","2","3","2","2","2","2","0","1","0","1","0","1","1","1","1","1","2","2"
"204",438,"25","25","26","26","26","27","26","26","27","27","24","23","23","21","20","16","18","14","14","9","4","0","0","0","1","0","0","0","0","1","1","2","0","0","0","1","1","0","0","2","4","2","1","0","0","0","1","1","4","5","4","3","3","4","5","4","4","4","5","6","10","12","18","26","27","27","27","27","25","27","27","27","26","27","26","26","26","23","27","27","27","26","27","27","27","27","27","27","27","27","27","27"
"205",439,"28","28","27","29","28","27","28","28","29","29","31","30","31","32","30","30","24","22","22","20","19","20","12","9","7","1","0","2","0","0","1","0","1","3","0","1","0","0","0","0","0","2","3","6","6","7","7","7","7","5","7","8","9","10","10","11","10","10","13","14","16","18","23","32","38","38","37","38","37","38","38","38","38","38","37","38","37","37","33","31","30","29","29","30","31","35","31","33","31","30","30","30"
"206",440,"0","0","1","1","1","2","2","2","2","2","3","1","1","5","10","14","20","21","26","29","30","30","30","29","30","27","29","29","27","29","28","28","29","29","29","29","27","30","29","26","26","29","28","28","24","20","20","19","20","21","19","16","16","14","15","14","10","5","2","0","0","0","0","1","0","1","0","0","2","0","0","0","0","0","1","0","2","1","1","1","1","1","2","1","1","0","0","1","1","1","1","2"
"207",441,"1","1","2","2","3","3","3","3","3","3","0","1","0","0","0","0","1","2","0","3","1","0","0","3","4","4","7","11","11","11","10","10","12","12","12","11","13","16","17","16","17","16","17","18","17","17","18","16","16","16","16","14","14","12","10","12","11","16","14","14","16","19","14","12","12","5","2","1","0","0","1","1","4","4","0","2","0","1","5","3","6","6","5","3","3","0","0","0","0","0","1","0"
"208",442,"1","1","2","2","3","3","2","2","2","2","1","1","2","0","0","1","1","4","4","0","0","4","15","22","24","31","35","36","38","34","37","37","37","35","34","34","34","30","32","35","36","32","30","29","27","26","24","22","24","26","28","26","25","18","18","22","18","14","13","9","11","13","5","1","2","0","2","3","5","7","7","5","4","0","2","1","1","0","1","0","0","0","2","0","0","1","2","2","2","3","4","3"
"209",443,"7","7","7","7","7","7","7","7","7","7","7","7","7","7","6","6","6","6","6","5","4","4","5","5","5","5","4","4","5","5","5","5","5","8","8","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","6","6","6","6","7","7","7","7","6","6","6","6","6","6","7","7","6","7","7","7","7","8","8","7","7","6","6","6","6","6","7"
"210",444,"2","1","0","0","0","0","0","0","0","0","4","5","3","4","7","8","9","10","12","24","30","44","42","48","49","50","50","50","47","50","50","50","49","50","50","49","47","47","50","50","44","40","42","42","38","36","38","38","38","38","35","33","31","31","22","25","27","25","25","26","15","11","2","0","2","1","2","1","2","0","0","2","0","0","0","0","1","0","1","0","1","2","0","2","1","0","0","0","0","0","0","0"
"211",445,"30","30","29","30","30","30","30","30","31","31","32","31","29","30","30","26","23","19","13","2","1","0","1","0","0","0","1","1","0","0","2","4","2","0","0","0","0","1","0","1","1","2","0","4","5","2","5","0","3","1","1","1","1","1","4","3","4","7","8","9","13","11","13","12","18","20","22","35","41","42","39","40","42","42","35","30","26","30","32","30","34","39","35","31","26","17","17","13","14","15","17","17"
"212",446,"0","0","1","1","0","0","0","0","0","0","0","0","2","1","2","1","1","1","2","3","4","5","0","3","3","3","3","6","8","10","9","12","11","9","9","14","13","13","8","8","7","2","3","3","3","4","7","9","10","12","10","14","15","16","21","21","22","24","23","24","19","20","28","24","21","11","2","0","2","4","1","0","0","5","8","11","12","9","10","5","1","3","4","6","4","6","6","6","6","6","7","7"
"213",447,"2","3","3","3","2","2","3","3","1","1","2","1","0","0","1","0","0","0","0","1","0","4","4","4","8","7","22","27","26","26","25","24","25","27","26","24","19","16","17","19","20","19","16","15","15","17","17","14","14","12","14","12","13","12","16","12","13","14","13","14","12","8","3","1","4","0","4","3","1","1","3","4","5","3","0","0","0","2","4","3","4","5","4","4","4","0","0","1","1","1","2","2"
"214",448,"27","27","25","25","23","23","23","23","24","24","24","24","21","17","17","17","15","11","9","6","1","1","1","2","2","0","0","0","2","3","3","3","1","1","1","0","1","0","3","5","2","2","2","1","0","2","1","1","2","3","3","2","1","2","2","4","5","7","8","8","7","8","7","5","7","8","10","8","12","16","14","20","18","16","18","14","14","16","18","19","21","22","23","24","25","25","24","23","25","25","25","25"
"215",449,"1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","1","2","14","11","12","13","8","7","8","6","7","5","5","4","3","2","2","2","2","2","4","15","14","12","12","9","7","8","8","9","8","7","6","5","6","6","5","4","0","2","3","4","3","3","3","3","5","6","4","1","0","0","1","1","0","1","3","2","2","2","2","1","1","2","1","1"
"216",450,"3","3","1","1","0","0","0","0","1","1","2","1","0","1","4","9","11","9","4","2","4","0","2","4","0","3","1","5","5","5","4","1","0","3","1","1","1","4","2","3","2","3","3","4","2","1","0","1","0","1","1","1","3","2","5","3","2","7","6","5","3","2","1","1","2","4","2","3","0","4","0","2","2","0","1","4","7","6","5","3","1","0","0","0","0","3","5","5","6","5","4","4"
"217",453,"36","36","37","38","38","38","38","38","38","38","39","39","35","35","33","30","31","30","31","25","17","7","1","0","0","2","3","1","0","1","2","3","2","4","1","1","3","5","8","5","6","6","4","4","1","2","0","3","3","7","8","10","10","11","13","15","14","14","14","17","22","26","36","37","37","37","37","37","37","36","29","34","37","37","34","34","33","32","33","29","32","32","35","37","37","36","37","33","34","35","35","36"
"218",454,"3","3","3","3","3","3","3","3","3","3","3","2","1","0","0","0","0","1","1","1","1","1","0","0","0","2","2","4","4","3","6","5","5","5","5","4","6","10","10","10","11","11","11","13","13","13","10","11","11","12","13","13","12","13","12","12","12","13","14","14","14","13","12","13","12","13","12","12","14","9","5","3","5","4","5","2","1","0","2","2","1","1","2","2","2","1","0","0","2","0","0","0"
"219",455,"0","0","1","1","0","0","0","0","0","0","0","0","1","2","3","4","4","4","5","5","10","21","29","33","36","36","35","36","36","33","33","33","33","33","32","33","35","34","32","33","33","31","33","32","32","33","32","30","32","34","35","34","32","33","30","30","29","30","29","28","24","15","7","0","0","0","0","0","0","1","0","0","1","0","0","2","1","2","0","0","1","1","1","1","3","4","4","2","2","2","2","2"
"220",456,"0","0","0","0","0","0","0","0","0","0","1","1","7","9","13","19","28","34","34","33","31","32","34","33","32","34","33","34","33","33","33","34","33","33","34","32","32","34","28","22","24","25","25","28","29","28","25","25","24","18","20","20","20","21","18","13","11","9","9","3","0","2","7","15","2","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0"
"221",457,"1","1","1","1","1","1","1","2","2","1","1","2","4","4","7","4","2","0","0","4","8","13","10","17","19","24","26","31","35","37","37","35","35","37","34","31","32","30","25","26","24","22","23","23","23","23","20","21","19","22","19","20","21","23","26","26","26","25","22","22","19","19","15","13","6","3","0","0","0","2","2","2","4","0","0","0","0","0","2","1","2","18","25","17","12","5","2","2","0","0","0","0"
"222",458,"10","11","12","12","1","1","2","2","2","2","4","5","7","8","9","10","12","13","16","16","16","14","24","26","29","31","29","30","31","31","30","30","31","31","31","30","30","29","25","22","24","23","21","20","22","21","18","21","19","19","20","21","22","23","21","23","28","25","24","17","8","7","1","0","0","1","0","0","1","0","1","7","6","1","0","0","0","0","3","3","4","6","8","6","9","9","9","9","8","8","8","8"
"223",459,"1","1","1","1","2","2","1","1","1","1","11","14","22","26","26","27","26","26","28","24","27","27","32","39","44","42","42","49","49","49","48","46","47","48","43","46","44","44","42","41","44","41","43","43","37","36","44","47","47","47","45","40","38","36","41","37","34","36","40","38","38","40","40","35","30","31","42","44","46","43","41","35","39","35","31","31","29","30","31","27","29","27","25","22","22","21","21","19","19","16","14","14"
"224",460,"20","20","20","20","20","20","20","20","19","19","19","19","20","20","19","18","18","18","14","14","11","9","7","5","5","4","2","2","3","3","2","2","3","4","3","3","6","6","6","4","4","3","3","2","1","1","2","1","0","0","1","0","0","0","0","0","0","0","0","2","2","2","3","3","3","4","6","9","10","12","11","16","16","16","18","18","18","18","18","18","18","18","18","19","19","21","21","21","21","20","20","20"
"225",461,"32","36","36","36","38","37","38","38","39","39","37","37","36","33","33","32","31","29","26","14","1","0","1","3","6","2","1","0","1","3","3","1","3","2","3","0","4","0","0","1","2","6","10","10","5","5","2","4","3","2","4","5","5","6","11","9","9","6","5","11","12","11","8","13","20","22","27","27","32","34","34","33","29","31","38","36","39","37","36","36","38","35","37","38","35","35","36","36","36","38","39","36"
"226",462,"41","41","41","42","44","45","42","42","41","41","38","39","39","36","36","37","36","32","34","23","22","20","17","12","10","10","12","12","9","14","16","16","18","19","22","23","25","25","25","22","24","23","22","24","20","20","23","24","26","29","33","36","36","33","34","35","30","30","30","28","30","31","27","29","29","30","34","34","39","39","37","38","40","39","40","38","39","38","38","38","37","34","35","36","38","39","39","39","36","37","38","37"
"227",463,"1","1","0","0","0","1","0","0","0","0","1","2","3","4","6","7","7","8","12","14","19","20","21","21","22","21","21","21","22","20","20","20","20","20","22","22","22","22","20","18","18","17","19","21","22","22","21","19","21","20","17","18","19","20","19","10","8","10","14","5","4","0","0","3","3","1","1","0","0","1","2","1","3","3","5","2","1","0","0","2","2","1","0","0","0","0","0","0","1","1","2","3"
"228",465,"3","3","0","0","0","0","0","0","0","0","1","2","2","1","1","2","2","3","0","3","4","6","19","32","36","31","30","36","36","36","35","36","32","33","36","31","28","25","22","22","23","29","29","28","28","30","29","24","22","25","24","25","25","20","18","20","19","17","18","15","7","7","0","0","0","1","2","0","0","0","0","0","0","2","1","0","0","0","4","1","1","2","1","0","1","0","0","0","0","0","0","0"
"229",466,"2","2","2","2","0","0","1","1","1","1","4","4","4","2","0","1","0","0","1","3","3","2","6","13","14","15","15","18","24","26","30","34","32","33","31","32","30","27","27","30","31","31","29","29","26","30","34","34","34","32","29","30","30","32","31","27","27","29","32","29","26","22","15","2","0","3","1","4","1","0","4","3","2","0","1","1","2","3","3","2","0","0","1","3","3","2","2","0","0","1","2","1"
